,Report_No,Reported_Date,IBRS,Race,Sex,Age
572,KC19085997,11/09/2019,23G,W,M,76.0
573,KC19086079,11/09/2019,240,W,M,38.0
574,KC19086109,11/09/2019,,,,
575,KC19086287,11/10/2019,13B,B,F,26.0
576,KC19086761,11/12/2019,240,W,M,64.0
577,KC19086796,11/12/2019,23C,,,
578,KC19086875,11/12/2019,90A,B,M,28.0
579,KC19048139,06/28/2019,,,F,25.0
580,KC19039707,05/29/2019,120,,,
581,KC19087093,11/13/2019,,W,M,33.0
582,KC19039377,05/28/2019,,,F,47.0
583,KC19087478,11/15/2019,,B,M,44.0
584,KC19087545,11/15/2019,250,W,M,77.0
585,KC19087616,11/15/2019,,B,M,30.0
586,KC19052164,07/12/2019,290,W,M,72.0
587,KC19088079,11/17/2019,,W,M,53.0
588,KC19088153,11/18/2019,90J,B,M,28.0
589,KC19088327,11/18/2019,,B,M,43.0
590,KC19049872,07/04/2019,200,W,F,35.0
591,KC19088519,11/19/2019,90Z,B,M,24.0
592,KC19088577,11/19/2019,240,B,M,52.0
593,KC19089046,11/21/2019,240,W,M,31.0
594,KC19089139,11/21/2019,,W,M,34.0
595,KC19089335,11/22/2019,23C,B,M,
596,KC19089401,11/22/2019,,B,M,45.0
597,KC19089649,11/23/2019,240,W,F,24.0
598,KC19043035,06/10/2019,,B,F,37.0
599,KC19049602,07/03/2019,250,W,M,
600,KC19090162,11/25/2019,,B,M,47.0
601,KC19090355,11/26/2019,13B,B,M,31.0
602,KC19090389,11/26/2019,,B,F,48.0
603,KC19090669,11/27/2019,23C,,M,19.0
604,KC19090817,11/28/2019,,B,M,29.0
605,KC19090823,11/28/2019,250,B,M,
606,KC19091060,11/29/2019,,B,M,25.0
607,KC19091096,11/29/2019,,B,F,30.0
608,KC19091135,11/29/2019,90J,,,
609,KC19091169,11/29/2019,,B,M,29.0
610,KC19091211,11/30/2019,,W,M,63.0
611,KC19091404,12/01/2019,280,,F,34.0
612,KC19091630,12/02/2019,90Z,B,M,29.0
613,KC19091651,12/02/2019,280,B,M,25.0
614,KC19046385,06/21/2019,09A,W,M,25.0
615,KC19092045,12/03/2019,,W,M,33.0
616,KC19092125,12/03/2019,120,W,M,25.0
617,KC19092308,12/04/2019,200,W,F,53.0
618,KC19052703,07/14/2019,,B,M,29.0
619,KC19049314,07/02/2019,,W,M,20.0
620,KC19042247,06/06/2019,90Z,W,M,20.0
621,KC19051077,07/09/2019,09A,B,M,18.0
622,KC19044227,06/13/2019,,W,M,33.0
623,KC19093280,12/08/2019,,W,M,34.0
624,KC19093350,12/08/2019,120,B,M,
625,KC19093392,12/08/2019,,B,M,29.0
626,KC19093673,12/09/2019,120,B,M,
627,KC19050040,07/05/2019,23G,W,M,63.0
628,KC19094000,12/11/2019,,W,M,24.0
629,KC19094018,12/11/2019,,B,F,23.0
630,KC19094078,12/11/2019,13B,W,M,39.0
631,KC19094236,12/11/2019,,W,F,54.0
632,KC19094362,12/12/2019,240,W,F,35.0
633,KC19038117,05/23/2019,,W,M,27.0
634,KC19094559,12/13/2019,240,W,F,29.0
635,KC19094575,12/13/2019,,U,F,86.0
636,KC19094637,12/09/2019,,B,M,40.0
637,KC19094722,12/13/2019,,B,M,
638,KC19094991,12/14/2019,,U,F,34.0
639,KC19095076,12/15/2019,280,W,M,69.0
640,KC19047880,06/27/2019,90Z,W,F,48.0
641,KC19050343,07/06/2019,09A,B,M,30.0
642,KC19053467,07/17/2019,90C,,,
643,KC19040147,05/31/2019,13B,W,F,33.0
644,KC19052373,07/13/2019,290,B,M,
645,KC19037546,05/21/2019,13A,W,M,
646,KC19096338,12/19/2019,,U,U,
647,KC19096796,12/21/2019,,B,M,38.0
648,KC19096834,12/22/2019,23C,,,
649,KC19096966,12/22/2019,290,B,M,
650,KC19097007,12/22/2019,,W,M,37.0
651,KC19097039,12/22/2019,,B,F,
652,KC19040319,05/31/2019,,B,F,
653,KC19050805,07/08/2019,,B,M,23.0
654,KC19044556,06/15/2019,,W,F,50.0
655,KC19043289,06/10/2019,13A,W,M,32.0
656,KC19097809,12/26/2019,23H,,,
657,KC19037687,05/22/2019,,U,M,
658,KC19097972,12/27/2019,,W,M,
659,KC19098177,12/27/2019,,B,M,18.0
660,KC19098224,12/28/2019,,W,F,28.0
661,KC19098382,12/29/2019,,,,
662,KC19098434,12/29/2019,,,,
663,KC19098497,12/29/2019,90Z,W,F,25.0
664,KC19098539,12/29/2019,90Z,B,F,23.0
665,KC19098691,12/30/2019,,W,F,
666,KC19034755,05/11/2019,90C,B,M,59.0
667,KC19023205,03/31/2019,23D,B,F,25.0
668,KC19029336,04/22/2019,23D,,,
669,KC19021779,03/25/2019,290,,,
670,KC19034485,05/10/2019,90J,,,
671,KC19037029,05/20/2019,35A,B,F,46.0
672,KC19036948,05/19/2019,290,W,M,45.0
673,KC19022037,03/26/2019,290,W,F,22.0
674,KC19019969,03/19/2019,23F,W,M,55.0
675,KC19031358,04/30/2019,13B,B,M,43.0
676,KC19036799,05/19/2019,290,W,F,42.0
677,KC19036462,05/17/2019,220,W,F,26.0
678,KC19026244,04/10/2019,13B,W,F,28.0
679,KC19026694,04/12/2019,23C,,,
680,KC19028220,04/18/2019,35A,B,M,22.0
681,KC19026550,04/12/2019,240,B,M,76.0
682,KC19035493,05/14/2019,250,B,F,50.0
683,KC19030546,04/26/2019,90J,,,
684,KC19032460,05/03/2019,250,,,
685,KC19033430,05/07/2019,26A,W,F,35.0
686,KC19023242,03/31/2019,35A,W,M,27.0
687,KC19034201,05/09/2019,,W,F,32.0
688,KC19029273,04/22/2019,,W,M,45.0
689,KC19026293,04/11/2019,90C,B,M,53.0
690,KC19022395,03/27/2019,13B,W,F,23.0
691,KC19022715,03/29/2019,220,W,M,47.0
692,KC19036364,05/17/2019,,B,M,51.0
693,KC19026370,04/11/2019,90Z,W,M,51.0
694,KC19026591,04/12/2019,23G,W,M,45.0
695,KC19022132,03/27/2019,26C,W,M,25.0
696,KC19030611,04/26/2019,13B,,M,36.0
697,KC19023800,04/02/2019,90J,W,F,37.0
698,KC19028149,04/17/2019,13C,B,M,45.0
699,KC19035370,05/14/2019,,B,M,37.0
700,KC19030640,04/26/2019,,B,M,39.0
701,KC19029770,04/23/2019,90J,W,F,24.0
702,KC19023615,04/01/2019,13B,W,F,40.0
703,KC19033561,05/07/2019,290,W,F,19.0
704,KC19036403,05/17/2019,90J,U,M,46.0
705,KC19026976,04/13/2019,23C,,,
706,KC19033800,05/08/2019,220,,,
707,KC19024866,04/05/2019,,B,M,63.0
708,KC19031473,04/30/2019,23H,W,F,82.0
709,KC19025130,04/07/2019,23F,B,M,30.0
710,KC19022650,03/28/2019,120,W,F,20.0
711,KC19029342,04/22/2019,13A,W,M,
712,KC19036636,05/18/2019,290,W,F,22.0
713,KC19022576,03/28/2019,13B,B,M,
714,KC19025144,04/07/2019,290,B,M,27.0
715,KC19023443,04/01/2019,90J,,,
716,KC19029612,04/23/2019,23G,B,F,24.0
717,KC19035703,05/15/2019,220,B,M,41.0
718,KC19030027,04/24/2019,13A,B,M,25.0
719,KC19021951,03/26/2019,,U,U,
720,KC19028218,04/18/2019,,W,F,
721,KC19036842,05/19/2019,13B,B,M,32.0
722,KC19036914,05/19/2019,23F,W,F,22.0
723,KC19036057,05/16/2019,35A,B,M,39.0
724,KC19029586,04/23/2019,,B,M,
725,KC19025444,04/08/2019,90J,W,F,55.0
726,KC19028564,04/19/2019,,W,F,57.0
727,KC19033528,05/07/2019,26A,U,M,
728,KC19025344,04/08/2019,290,W,M,37.0
729,KC19024946,04/06/2019,220,B,F,47.0
730,KC19026280,04/11/2019,13A,B,F,33.0
731,KC19032063,05/02/2019,23H,,,
732,KC19022408,03/28/2019,280,W,M,
733,KC19035410,05/14/2019,13B,W,M,26.0
734,KC19031166,04/29/2019,23F,,,
735,KC19033871,05/08/2019,370,W,M,
736,KC19022766,03/29/2019,26F,B,M,
737,KC19034578,05/11/2019,23H,B,M,
738,KC19023151,03/30/2019,90Z,W,M,56.0
739,KC19027699,04/16/2019,220,W,M,46.0
740,KC19026328,04/11/2019,,W,M,54.0
741,KC19033912,05/08/2019,13A,B,M,34.0
742,KC19029835,04/24/2019,13C,W,F,80.0
743,KC19024927,04/06/2019,13A,B,M,26.0
744,KC19022472,03/28/2019,35A,,,
745,KC19035328,05/13/2019,,B,F,30.0
746,KC19028276,04/18/2019,,W,M,29.0
747,KC19031199,04/29/2019,120,B,M,36.0
748,KC19036232,05/16/2019,13A,B,M,
749,KC19026228,04/10/2019,23C,,,
750,KC19027234,04/14/2019,,W,M,50.0
751,KC19021773,03/25/2019,,W,M,55.0
752,KC19034493,05/10/2019,120,B,M,20.0
753,KC19028992,04/21/2019,13A,W,F,38.0
754,KC19024877,04/05/2019,13A,B,F,29.0
755,KC19025940,04/09/2019,13B,W,M,48.0
756,KC19030984,04/28/2019,23D,W,M,38.0
757,KC19027247,04/15/2019,26A,,,
758,KC19034171,05/09/2019,220,B,F,37.0
759,KC19036737,05/18/2019,,W,M,27.0
760,KC19030065,04/24/2019,,,M,26.0
761,KC19026453,04/11/2019,13C,W,M,49.0
762,KC19027844,04/16/2019,23G,W,M,28.0
763,KC19037184,05/20/2019,90Z,W,F,27.0
764,KC19023602,04/01/2019,23C,B,F,22.0
765,KC19034861,05/12/2019,23H,W,M,62.0
766,KC19025054,04/06/2019,23H,B,M,20.0
767,KC19027046,04/13/2019,,W,F,39.0
768,KC19022118,03/27/2019,,B,M,51.0
769,KC19026822,04/13/2019,90D,W,M,
770,KC19033651,05/08/2019,23F,B,M,23.0
771,KC19022542,03/28/2019,250,B,M,68.0
772,KC19033670,05/08/2019,23F,,,
773,KC19028125,04/17/2019,120,W,M,39.0
774,KC19033716,05/08/2019,13B,W,M,45.0
775,KC19029150,04/21/2019,13A,B,M,
776,KC19032626,05/04/2019,240,U,U,
777,KC19021493,03/24/2019,11D,B,F,
778,KC19025912,04/09/2019,,W,M,48.0
779,KC19029898,04/24/2019,23D,W,F,70.0
780,KC19030760,04/27/2019,23F,W,F,26.0
781,KC19023727,04/02/2019,23C,,,
782,KC19022430,03/28/2019,290,W,M,52.0
783,KC19033139,05/06/2019,23F,W,M,29.0
784,KC19025722,04/09/2019,,W,M,84.0
785,KC19020290,03/20/2019,23H,W,F,44.0
786,KC19033244,05/06/2019,23G,W,M,61.0
787,KC19027536,04/15/2019,13B,B,F,33.0
788,KC19033150,05/06/2019,120,B,M,
789,KC19029284,04/22/2019,23H,B,F,55.0
790,KC19027207,04/14/2019,13B,B,M,31.0
791,KC19032627,05/04/2019,23C,B,F,21.0
792,KC19023859,04/02/2019,200,,M,
793,KC19033023,05/05/2019,290,W,M,54.0
794,KC19034405,05/10/2019,240,,,
795,KC19022879,03/29/2019,23C,W,M,
796,KC19022283,03/27/2019,26A,,,
797,KC19030847,04/27/2019,13A,B,F,
798,KC19030951,04/28/2019,23H,W,M,53.0
799,KC19032042,05/02/2019,23G,,,
800,KC19022260,03/27/2019,26F,W,F,41.0
801,KC19023317,03/31/2019,23H,W,M,26.0
802,KC19023330,03/31/2019,270,W,F,55.0
803,KC19028705,04/19/2019,23C,,,
804,KC19025458,04/08/2019,240,W,M,
805,KC19023997,04/03/2019,23F,B,M,52.0
806,KC19025059,04/06/2019,240,W,M,25.0
807,KC19025346,04/08/2019,13A,,F,30.0
808,KC19034271,05/10/2019,13B,B,F,22.0
809,KC19030395,04/26/2019,220,B,F,33.0
810,KC19035835,05/15/2019,26A,W,F,34.0
811,KC19030253,04/25/2019,,B,M,35.0
812,KC19034894,05/12/2019,13B,B,F,24.0
813,KC19021899,03/26/2019,,B,M,32.0
814,KC19026750,04/12/2019,,B,M,22.0
815,KC19025350,04/08/2019,,W,F,61.0
816,KC19036596,05/18/2019,13A,W,M,38.0
817,KC19030500,04/26/2019,,W,F,36.0
818,KC19036165,05/16/2019,240,W,F,76.0
819,KC19031325,04/29/2019,26F,B,F,22.0
820,KC19023358,03/31/2019,13C,,,
821,KC19031188,04/29/2019,23H,,,
822,KC19020110,03/19/2019,13B,W,M,
823,KC19023355,03/31/2019,,B,M,58.0
824,KC19029728,04/23/2019,290,W,F,19.0
825,KC19023165,03/30/2019,13B,W,M,23.0
826,KC19025712,04/09/2019,23F,,,
827,KC19033105,05/06/2019,11A,W,M,
828,KC19026489,04/11/2019,23G,W,M,33.0
829,KC19023179,03/31/2019,,,,
830,KC19022526,03/28/2019,,W,M,28.0
831,KC19028665,04/19/2019,13B,B,M,40.0
832,KC19034238,05/09/2019,90J,B,M,48.0
833,KC19025780,03/14/2019,,B,M,29.0
834,KC19023090,03/30/2019,290,,,
835,KC19025955,04/10/2019,290,B,M,
836,KC19028961,04/20/2019,13C,B,M,43.0
837,KC19033252,05/06/2019,,W,M,22.0
838,KC19036305,05/17/2019,13A,B,F,45.0
839,KC19030771,04/27/2019,,W,M,29.0
840,KC19028780,04/20/2019,,W,M,32.0
841,KC19027382,04/15/2019,13B,,M,
842,KC19031776,05/01/2019,13B,B,M,
843,KC19026801,04/12/2019,,W,M,40.0
844,KC19022684,03/29/2019,90C,B,F,57.0
845,KC19027093,04/14/2019,13B,B,M,59.0
846,KC19023761,04/02/2019,23G,W,F,47.0
847,KC19033938,05/09/2019,13A,B,M,23.0
848,KC19035528,05/14/2019,13A,B,M,39.0
849,KC19029070,04/21/2019,23C,B,F,57.0
850,KC19035996,05/16/2019,23F,B,M,47.0
851,KC19034399,05/10/2019,120,B,F,24.0
852,KC19028494,04/19/2019,13A,B,M,27.0
853,KC19031756,05/01/2019,13C,,,
854,KC19023136,03/30/2019,26B,W,F,
855,KC19026113,04/10/2019,23D,B,,
856,KC19035155,05/13/2019,23B,B,M,34.0
857,KC19025196,04/07/2019,23D,B,M,35.0
858,KC19031953,05/01/2019,23D,W,F,30.0
859,KC19035338,05/14/2019,13A,B,M,44.0
860,KC19026197,04/10/2019,09A,W,M,
861,KC19029379,04/22/2019,90C,W,M,68.0
862,KC19028893,04/20/2019,26A,U,F,32.0
863,KC19030243,04/25/2019,23H,B,F,19.0
864,KC19027843,04/16/2019,13A,B,M,
865,KC19024648,04/05/2019,,B,M,32.0
866,KC19032498,05/03/2019,290,B,F,31.0
867,KC19028289,04/18/2019,,,F,
868,KC19026477,04/11/2019,13B,W,F,34.0
869,KC19031750,05/01/2019,,,M,44.0
870,KC19025027,04/06/2019,23H,,,
871,KC19022822,03/29/2019,280,,,
872,KC19024373,04/04/2019,23D,,U,
873,KC19023046,03/30/2019,290,B,M,52.0
874,KC19031018,04/28/2019,290,,,
875,KC19023290,03/31/2019,120,,,
876,KC19032912,05/05/2019,23H,W,F,32.0
877,KC19027401,04/15/2019,250,U,F,
878,KC19035454,05/14/2019,26B,W,F,
879,KC19032703,05/04/2019,13C,W,M,23.0
880,KC19024920,04/06/2019,35A,B,M,41.0
881,KC19036820,05/19/2019,13B,W,F,36.0
882,KC19025113,04/06/2019,290,W,F,31.0
883,KC19021642,03/25/2019,220,W,M,30.0
884,KC19024792,04/05/2019,13C,B,M,
885,KC19033049,05/06/2019,280,B,F,48.0
886,KC19022627,03/28/2019,13A,B,F,27.0
887,KC19027574,04/15/2019,220,B,F,35.0
888,KC19037066,05/20/2019,290,B,M,43.0
889,KC19022202,03/27/2019,270,,,
890,KC19036208,05/16/2019,23H,B,M,
891,KC19031128,04/29/2019,23F,W,M,57.0
892,KC19037168,05/20/2019,13B,B,F,68.0
893,KC19030854,04/27/2019,23F,W,F,33.0
894,KC19031330,04/29/2019,23D,W,F,52.0
895,KC19034198,05/09/2019,13A,W,M,28.0
896,KC19033111,05/06/2019,23C,,,
897,KC19036341,05/17/2019,23F,W,M,47.0
898,KC19036025,05/16/2019,26F,B,F,24.0
899,KC19021422,03/24/2019,13B,B,M,31.0
900,KC19024653,04/05/2019,,W,M,38.0
901,KC19025621,04/08/2019,13A,,M,42.0
902,KC19024983,04/06/2019,23F,W,M,29.0
903,KC19033476,05/07/2019,120,W,M,34.0
904,KC19030091,04/24/2019,,W,M,57.0
905,KC19029811,04/24/2019,90Z,W,M,55.0
906,KC19030973,04/28/2019,23C,W,F,31.0
907,KC19035126,05/13/2019,23C,B,M,
908,KC19032757,05/04/2019,35B,B,M,50.0
909,KC19032518,05/03/2019,90C,W,M,48.0
910,KC19037012,05/19/2019,290,B,F,22.0
911,KC19022777,03/29/2019,90J,B,M,39.0
912,KC19035815,05/15/2019,26A,W,F,35.0
913,KC19035855,05/15/2019,23F,B,F,40.0
914,KC19035441,05/14/2019,26A,U,F,28.0
915,KC19026848,04/13/2019,,B,M,48.0
916,KC19037192,05/20/2019,90J,W,F,46.0
917,KC19032118,05/02/2019,13B,B,M,38.0
918,KC19027516,04/15/2019,90J,B,M,61.0
919,KC19035412,05/14/2019,90Z,B,F,38.0
920,KC19031077,04/29/2019,90Z,B,M,26.0
921,KC19024413,04/04/2019,09A,U,F,67.0
922,KC19034931,05/12/2019,13B,B,F,38.0
923,KC19024131,04/03/2019,,W,M,20.0
924,KC19028742,04/19/2019,13B,B,M,18.0
925,KC19034318,05/10/2019,13B,B,F,33.0
926,KC19030812,04/27/2019,13B,B,M,24.0
927,KC19028911,04/20/2019,,W,M,41.0
928,KC19029254,04/22/2019,35A,B,M,59.0
929,KC19030369,04/25/2019,13C,B,M,52.0
930,KC19023393,04/01/2019,240,W,M,30.0
931,KC19029629,04/23/2019,35B,B,M,34.0
932,KC19023850,04/02/2019,240,B,M,32.0
933,KC19034983,05/13/2019,13B,B,F,20.0
934,KC19022333,03/27/2019,23C,W,F,22.0
935,KC19028483,04/19/2019,120,B,F,39.0
936,KC19036061,05/16/2019,,B,M,23.0
937,KC19021995,03/26/2019,220,W,M,64.0
938,KC19031801,05/01/2019,250,B,F,52.0
939,KC19032694,05/04/2019,290,B,F,48.0
940,KC19030450,04/26/2019,11A,W,F,27.0
941,KC19026180,04/10/2019,23F,W,M,23.0
942,KC19027142,04/14/2019,23F,,,
943,KC19025127,04/07/2019,,B,M,48.0
944,KC19031892,05/01/2019,23D,,F,31.0
945,KC19022049,03/26/2019,13B,W,F,18.0
946,KC19022170,03/27/2019,,B,F,41.0
947,KC19023880,04/02/2019,290,B,F,38.0
948,KC19030076,04/24/2019,13B,B,M,37.0
949,KC19033569,05/07/2019,11B,W,M,
950,KC19025223,04/07/2019,13C,B,F,45.0
951,KC19029129,04/21/2019,,U,F,22.0
952,KC19031274,04/29/2019,35B,B,F,34.0
953,KC19024462,04/04/2019,23C,B,M,45.0
954,KC19036157,05/16/2019,35A,B,M,25.0
955,KC19024694,04/05/2019,240,W,M,40.0
956,KC19036991,05/19/2019,290,B,F,44.0
957,KC19034717,05/11/2019,290,,,
958,KC19021402,03/24/2019,,B,M,39.0
959,KC19021772,03/25/2019,23C,,,
960,KC19022123,03/27/2019,240,B,M,46.0
961,KC19020932,03/22/2019,,W,M,43.0
962,KC19031724,05/01/2019,120,,M,
963,KC19028473,04/18/2019,13A,W,F,33.0
964,KC19027978,04/17/2019,13B,B,M,20.0
965,KC19026246,04/10/2019,,B,M,29.0
966,KC19027144,04/14/2019,13C,W,M,
967,KC19029065,04/21/2019,13B,W,M,34.0
968,KC19023452,04/01/2019,13B,B,F,29.0
969,KC19028607,04/19/2019,13C,W,M,64.0
970,KC19024372,04/04/2019,13C,W,F,
971,KC19029246,04/22/2019,290,W,F,29.0
972,KC19030727,04/27/2019,220,W,F,56.0
973,KC19034598,05/11/2019,23D,,,
974,KC19033274,05/06/2019,13A,U,F,19.0
975,KC19035803,05/15/2019,250,B,M,
976,KC19022934,03/30/2019,90J,W,M,41.0
977,KC19037024,05/19/2019,90J,W,M,54.0
978,KC19030351,04/25/2019,13B,B,M,
979,KC19022037,03/26/2019,290,W,M,
980,KC19036128,05/16/2019,90J,,,
981,KC19022890,03/29/2019,250,W,F,
982,KC19036641,05/18/2019,13A,B,F,27.0
983,KC19032182,05/02/2019,220,W,F,28.0
984,KC19024570,04/04/2019,90J,B,M,57.0
985,KC19027721,04/16/2019,26A,B,F,20.0
986,KC19034754,05/11/2019,,W,M,48.0
987,KC19035134,05/13/2019,250,W,M,56.0
988,KC19034475,05/10/2019,,W,M,25.0
989,KC19025735,04/09/2019,23H,,,
990,KC19028018,04/17/2019,23F,W,M,49.0
991,KC19022393,03/27/2019,90J,B,M,47.0
992,KC19024860,04/05/2019,23C,W,F,
993,KC19037180,05/20/2019,13B,B,M,37.0
994,KC19029463,04/22/2019,240,B,M,25.0
995,KC19030290,04/25/2019,,W,F,34.0
996,KC19031347,04/29/2019,13B,W,F,41.0
997,KC19031294,04/29/2019,13B,W,M,62.0
998,KC19032987,05/05/2019,120,W,F,22.0
999,KC19033948,05/09/2019,,B,M,22.0
1000,KC19033261,05/06/2019,13B,B,F,20.0
1001,KC19024832,04/05/2019,90F,B,M,34.0
1002,KC19027265,04/15/2019,220,,,
1003,KC19036180,05/16/2019,13B,B,M,58.0
1004,KC19023771,04/02/2019,13C,W,F,66.0
1005,KC19032325,05/03/2019,23H,B,M,29.0
1006,KC19026545,04/12/2019,240,W,M,40.0
1007,KC19026576,04/12/2019,220,B,F,54.0
1008,KC19023576,04/01/2019,23C,,,
1009,KC19027176,04/14/2019,13B,B,M,32.0
1010,KC19034823,05/12/2019,35A,W,M,26.0
1011,KC19021677,03/25/2019,23D,W,F,54.0
1012,KC19028797,04/20/2019,240,W,M,
1013,KC19022900,03/29/2019,290,W,F,30.0
1014,KC19023508,04/01/2019,,B,M,31.0
1015,KC19027366,04/15/2019,13A,W,M,71.0
1016,KC19023411,04/01/2019,,W,F,25.0
1017,KC19023480,04/01/2019,240,W,M,31.0
1018,KC19035576,05/14/2019,35A,W,F,40.0
1019,KC19024953,04/06/2019,23H,,M,38.0
1020,KC19031508,04/30/2019,23D,W,M,34.0
1021,KC19028835,04/20/2019,23F,W,M,34.0
1022,KC19034685,05/11/2019,90Z,W,F,19.0
1023,KC19032721,05/04/2019,240,B,M,59.0
1024,KC19029728,04/23/2019,290,B,M,18.0
1025,KC19029504,04/23/2019,23F,W,M,28.0
1026,KC19022183,03/27/2019,90J,B,M,20.0
1027,KC19033166,05/06/2019,13B,W,F,21.0
1028,KC19022078,03/26/2019,35A,B,M,60.0
1029,KC19023024,03/30/2019,23G,,,
1030,KC19021626,03/25/2019,,,,
1031,KC19032878,05/05/2019,23A,B,M,22.0
1032,KC19029052,04/21/2019,13B,U,F,29.0
1033,KC19023547,04/01/2019,13B,B,M,32.0
1034,KC19026036,04/10/2019,35A,,M,32.0
1035,KC19027008,04/13/2019,13C,B,F,31.0
1036,KC19024430,04/04/2019,23H,W,F,36.0
1037,KC19033434,05/07/2019,23C,B,F,30.0
1038,KC19027049,04/14/2019,13B,B,M,26.0
1039,KC19024980,04/06/2019,280,,M,
1040,KC19030683,04/27/2019,90Z,B,M,22.0
1041,KC19031303,04/29/2019,,B,M,29.0
1042,KC19026964,04/13/2019,13B,W,F,36.0
1043,KC19027679,04/16/2019,240,W,M,18.0
1044,KC19020843,03/22/2019,13A,B,M,35.0
1045,KC19036579,05/18/2019,,,F,23.0
1046,KC19023529,04/01/2019,13B,,M,38.0
1047,KC19033852,05/08/2019,13A,B,M,26.0
1048,KC19027278,04/15/2019,23H,,,
1049,KC19024855,04/05/2019,,W,M,23.0
1050,KC19026905,04/13/2019,240,,,
1051,KC19032928,05/05/2019,220,,,
1052,KC19032574,05/04/2019,,,U,29.0
1053,KC19036433,05/17/2019,250,W,F,53.0
1054,KC19026672,04/12/2019,90F,B,F,37.0
1055,KC19022058,03/26/2019,90J,B,M,31.0
1056,KC19027414,04/15/2019,290,B,M,62.0
1057,KC19030894,04/28/2019,90J,W,M,26.0
1058,KC19030283,04/25/2019,23D,B,F,57.0
1059,190246353,03/31/2019,,W,M,40.0
1060,KC19037118,05/20/2019,23F,W,M,36.0
1061,KC19032499,05/03/2019,240,W,F,22.0
1062,KC19024918,04/06/2019,13A,B,M,42.0
1063,KC19030479,04/26/2019,250,W,M,59.0
1064,KC19027709,04/16/2019,90Z,B,F,45.0
1065,KC19035268,05/13/2019,90C,W,F,
1066,KC19027851,04/16/2019,90Z,B,M,22.0
1067,KC19027952,04/17/2019,23A,W,M,79.0
1068,KC19033942,05/09/2019,290,B,M,
1069,KC19035347,05/14/2019,09B,B,M,
1070,KC19029363,04/22/2019,26F,W,M,36.0
1071,KC19030942,04/28/2019,13A,B,F,26.0
1072,KC19022273,03/27/2019,120,B,F,
1073,KC19030524,04/26/2019,,B,F,32.0
1074,KC19036688,05/18/2019,13B,W,F,24.0
1075,KC19030029,04/24/2019,26A,W,M,38.0
1076,KC19027560,04/16/2019,290,B,M,46.0
1077,KC19026943,04/13/2019,23F,B,M,68.0
1078,KC19036719,05/18/2019,23C,,,
1079,KC19029161,04/21/2019,,B,M,30.0
1080,KC19023351,03/31/2019,13B,W,M,21.0
1081,KC19032333,05/03/2019,23H,W,M,52.0
1082,KC19025580,04/08/2019,23D,B,M,27.0
1083,KC19026634,04/12/2019,13B,W,M,31.0
1084,KC19031895,05/01/2019,23H,B,F,31.0
1085,KC19029356,04/22/2019,13A,B,F,35.0
1086,KC19032219,05/02/2019,13B,B,F,33.0
1087,KC19030591,04/26/2019,280,W,F,29.0
1088,KC19035350,05/14/2019,120,B,M,26.0
1089,KC19036429,05/17/2019,250,,,
1090,KC19027125,04/14/2019,90J,B,F,33.0
1091,KC19029212,04/22/2019,35A,B,M,39.0
1092,KC19021919,03/26/2019,90J,,,
1093,KC19035991,05/16/2019,,W,M,30.0
1094,KC19029534,04/23/2019,23D,B,M,63.0
1095,KC19034883,05/12/2019,23C,B,M,
1096,KC19024561,04/04/2019,250,W,M,40.0
1097,KC19037147,05/20/2019,220,W,F,46.0
1098,KC19031534,04/30/2019,23F,,,
1099,KC19031971,05/01/2019,13B,W,M,20.0
1100,KC19021718,03/25/2019,13A,W,M,20.0
1101,KC19031552,04/30/2019,240,W,M,49.0
1102,KC19025877,04/09/2019,23D,W,F,64.0
1103,KC19027423,04/15/2019,220,W,M,58.0
1104,KC19033151,05/06/2019,13B,B,M,35.0
1105,KC19031961,05/01/2019,13B,B,F,22.0
1106,KC19025620,04/08/2019,,B,M,31.0
1107,KC19033009,05/05/2019,13B,W,M,50.0
1108,KC19036484,05/17/2019,90Z,W,F,29.0
1109,KC19027818,04/16/2019,23F,W,M,35.0
1110,KC19028139,04/17/2019,23H,W,F,38.0
1111,KC19021797,03/26/2019,240,B,M,57.0
1112,KC19025757,04/09/2019,23C,,F,20.0
1113,KC19035466,05/14/2019,13A,B,M,43.0
1114,KC19029449,04/22/2019,13C,W,F,23.0
1115,KC19022870,03/29/2019,90J,,,
1116,KC19029737,04/23/2019,120,B,M,25.0
1117,KC19029491,04/23/2019,90D,B,M,40.0
1118,KC19028245,04/18/2019,23C,B,M,60.0
1119,KC19029926,04/24/2019,,B,M,35.0
1120,KC19031459,04/30/2019,,W,M,24.0
1121,KC19022375,03/27/2019,13C,B,M,
1122,KC19032126,05/02/2019,220,B,F,40.0
1123,KC19033226,05/06/2019,90Z,W,M,61.0
1124,KC19027378,04/15/2019,13A,W,F,24.0
1125,KC19029848,04/24/2019,23F,,,
1126,KC19022986,03/30/2019,13A,B,M,21.0
1127,KC19033035,05/06/2019,240,W,F,60.0
1128,KC19022982,03/30/2019,240,W,,
1129,KC19033311,05/06/2019,35B,B,F,23.0
1130,KC19035477,05/14/2019,90Z,W,F,65.0
1131,KC19025948,04/09/2019,520,B,M,44.0
1132,KC19034302,05/10/2019,13B,B,F,48.0
1133,KC19027217,04/14/2019,,B,M,22.0
1134,KC19020048,03/19/2019,13A,W,F,43.0
1135,KC19028873,04/20/2019,,W,M,29.0
1136,KC19036674,05/18/2019,13A,B,M,
